Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Croatia,HRV,..,..,..,..,..,..,..,..,..,0,0.1,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Cyprus,CYP,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Czech Republic,CZE,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Denmark,DNK,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Djibouti,DJI,..,..,0.2,..,..,..,..,..,..,..,..,..,0.2,0.2,..,..,..,0.2,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Dominican Republic,DOM,0.5,0.3,0.5,0.6,0.8,0.5,0.4,0.4,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Ecuador,ECU,3.6,..,..,1.9,2,1.6,1.1,1.2,1.1,1.1,0.8,0.7,0.7,0.5,0.4,0.6,0.6,0.5,0.6,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Egypt, Arab Rep.",EGY,..,..,..,..,3.8,..,..,..,3.7,..,1.8,..,1.3,..,..,1.5,..,3.7,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,El Salvador,SLV,0.7,0.8,0.8,0.9,0.7,0.6,0.4,0.3,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Estonia,EST,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Eswatini,SWZ,0.5,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,0.3,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Ethiopia,ETH,..,..,..,..,29.1,..,..,..,..,..,30.9,..,..,..,..,33.8,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Fiji,FJI,..,..,0,..,..,..,..,..,0,..,..,..,..,0,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Finland,FIN,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,France,FRA,0,..,..,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Gabon,GAB,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Gambia, The",GMB,..,..,..,0.7,..,..,..,..,..,..,0.5,..,..,..,..,0.2,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Georgia,GEO,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.2,0.2,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Germany,DEU,0,0,0,0,0,0,0,0,0.2,0,0,0,..,0,..,0,0,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Ghana,GHA,..,..,..,..,..,5.4,..,..,..,..,..,..,3.1,..,..,..,3.8,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Greece,GRC,0.1,..,..,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Guatemala,GTM,1.1,..,..,..,..,..,1.5,..,..,..,..,..,..,..,1.3,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Guinea,GIN,..,..,5.4,..,..,..,..,5.7,..,..,..,..,3.8,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Guinea-Bissau,GNB,..,..,0.7,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Honduras,HND,..,1.5,1.7,2,2,2,1.8,1.4,1.3,1.2,1.3,1.5,1.7,1.6,1.5,1.5,1.7,1.7,1.6,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Hungary,HUN,..,..,..,..,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Iceland,ISL,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,India,IND,..,..,..,..,450.4,..,..,..,..,404.9,..,284.6,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Indonesia,IDN,73.8,66.9,41.3,42.6,46.8,40.7,54.7,44.9,44.6,36.9,32.1,26.8,23.5,18.4,15.8,15,13.7,11.8,9.7,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Iran, Islamic Rep.",IRN,..,..,..,..,..,0.4,0.4,..,..,0.8,..,..,..,0.1,0.3,0.3,0.3,0.3,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Iraq,IRQ,..,..,..,..,..,..,0.4,..,..,..,..,..,0.5,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Ireland,IRL,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Israel,ISR,..,0,..,..,..,0,..,0,..,..,0,..,0,..,0,..,0,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Italy,ITA,0.7,..,..,0.4,0.3,0.4,0.4,0.4,0.4,0.5,0.7,0.7,0.7,0.8,0.7,1.2,1,0.9,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Jamaica,JAM,..,..,0.1,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Japan,JPN,..,..,..,..,..,..,..,..,0.6,..,0,..,..,0.9,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Jordan,JOR,..,..,0.1,..,..,..,0,..,0,..,0,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Kazakhstan,KAZ,..,1.3,0.8,0.5,0.3,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Kenya,KEN,..,..,..,..,..,16.1,..,..,..,..,..,..,..,..,..,18.2,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Kiribati,KIR,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Korea, Rep.",KOR,..,..,..,..,..,..,0.1,..,0.1,..,0.2,..,0.1,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Kosovo,XKX,..,..,..,0,..,0.1,0.1,..,..,0.1,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Kyrgyz Republic,KGZ,1.7,1.6,1.4,1.1,0.5,0.6,0.4,0.4,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Lao PDR,LAO,..,..,1.7,..,..,..,..,1.5,..,..,..,..,1.4,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Latvia,LVA,..,..,..,..,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Lesotho,LSO,..,..,1.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Liberia,LBR,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,1.8,..,2,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Lithuania,LTU,..,..,..,..,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Luxembourg,LUX,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Madagascar,MDG,..,11.1,..,..,..,13.2,..,..,..,..,16.5,..,17.3,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Malawi,MWI,..,..,..,..,9.1,..,..,..,..,..,10.5,..,..,..,..,..,12.2,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Malaysia,MYS,..,..,..,..,0.1,..,..,0.1,0.2,..,..,0,..,0,..,0,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Maldives,MDV,..,..,0,..,..,..,..,..,..,0,..,..,..,..,..,..,0,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Mali,MLI,..,6.6,..,..,..,..,6.8,..,..,7.6,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Malta,MLT,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Mauritania,MRT,0.5,..,..,..,0.4,..,..,..,0.4,..,..,..,..,..,0.2,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Mauritius,MUS,..,..,..,..,..,..,0,..,..,..,..,..,0,..,..,..,..,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Mexico,MEX,8.9,..,6.7,..,6.2,7,4.5,..,6,..,5.2,..,4.5,..,4.5,..,2.7,..,2.2,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,0,..,..,..,..,..,..,..,0,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Moldova,MDA,1,0.8,0.5,0.2,0.2,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Mongolia,MNG,..,..,0.2,..,..,..,..,0,..,..,0,0,0,..,0,..,0,..,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Morocco,MAR,1.7,..,..,..,..,..,0.9,..,..,..,..,..,..,0.3,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Mozambique,MOZ,..,..,15,..,..,..,..,..,15.9,..,..,..,..,..,16.7,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,0.7,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Namibia,NAM,..,..,..,0.6,..,..,..,..,..,0.5,..,..,..,..,..,0.3,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Nepal,NPL,..,..,..,12.5,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Netherlands,NLD,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Nicaragua,NIC,..,0.9,..,..,..,0.5,..,..,..,0.4,..,..,..,..,0.2,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Niger,NER,..,..,..,..,..,10.3,..,10.6,..,..,..,8.7,..,..,8.7,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Nigeria,NGA,..,..,..,76.2,..,..,..,..,..,89.4,..,..,..,..,..,..,..,..,78.5,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Norway,NOR,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Pakistan,PAK,..,43.2,..,..,28.5,27.3,..,22.8,..,..,14.9,15,..,12,..,8.1,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Panama,PAN,0.4,0.5,0.4,0.4,0.3,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,2.8,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Paraguay,PRY,..,0.5,0.7,0.4,0.3,0.3,0.4,0.4,0.2,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Peru,PER,4.3,4.7,4.1,3.3,3.8,4.3,3.8,3.1,2.6,2,1.6,1.5,1.4,1.3,1.1,1.1,1.1,1.1,0.9,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Philippines,PHL,10.7,..,..,10.8,..,..,12.6,..,..,9.9,..,..,10.1,..,..,6.2,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Poland,POL,..,..,..,..,0.8,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Portugal,PRT,..,..,..,0.1,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Romania,ROU,..,..,..,..,..,..,1.4,1,0.8,0.6,0.8,1,1.1,1.2,1.3,0.9,0.6,0.6,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Russian Federation,RUS,4.5,2.7,1.6,1.6,1.5,1.2,0.7,0.3,0.1,0.1,0.1,0.1,0,0,0,0.1,0,0.1,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Rwanda,RWA,6.2,..,..,..,..,6.3,..,..,..,..,6.5,..,..,6.4,..,..,6.8,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Samoa,WSM,..,..,0,..,..,..,..,..,0,..,..,..,..,0,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Sao Tome and Principe,STP,0,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,0.1,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Senegal,SEN,..,4.9,..,..,..,4.4,..,..,..,..,..,5,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,0.4,0.4,0.5,0.5,0.4,0.4,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Sierra Leone,SLE,..,..,..,3.8,..,..,..,..,..,..,..,3.6,..,..,..,..,..,..,3.3,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Slovak Republic,SVK,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0.1,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Slovenia,SVN,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Solomon Islands,SLB,..,..,..,..,..,0.2,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,South Africa,ZAF,15.8,..,..,..,..,12.3,..,..,8.5,..,8.3,..,..,..,10.4,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,South Sudan,SSD,..,..,..,..,..,..,..,..,..,4.1,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Spain,ESP,0.2,..,..,0.3,0.4,0.3,0.3,0.2,0.2,0.4,0.3,0.5,0.4,0.5,0.4,0.4,0.5,0.3,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Sri Lanka,LKA,..,..,1.7,..,..,..,0.8,..,..,0.5,..,..,0.4,..,..,..,0.2,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Sudan,SDN,..,..,..,..,..,..,..,..,..,5.3,..,..,..,..,4.6,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Sweden,SWE,0,..,..,0,0,0.1,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Switzerland,CHE,0,..,0,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Syrian Arab Republic,SYR,..,..,..,..,0.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Tajikistan,TJK,..,..,..,1.8,0.9,..,..,0.7,..,0.3,..,..,..,..,..,0.3,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Tanzania,TZA,28.9,..,..,..,..,..,..,24.5,..,..,..,23.4,..,..,..,..,..,27.8,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Thailand,THA,1.5,..,0.7,..,0.5,..,0.4,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Timor-Leste,TLS,..,0.3,..,..,..,..,..,0.4,..,..,..,..,..,..,0.3,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Togo,TGO,..,..,..,..,..,..,3.3,..,..,..,..,3.6,..,..,..,3.7,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Tonga,TON,..,0,..,..,..,..,..,..,..,0,..,..,..,..,..,0,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Tunisia,TUN,0.6,..,..,..,..,0.3,..,..,..,..,0.2,..,..,..,..,0,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Turkey,TUR,..,..,1.4,2.6,1.4,1.6,1.2,0.9,0.4,0.5,0.6,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Uganda,UGA,..,..,16.3,..,..,15.6,..,..,..,14,..,..,12.4,..,..,..,16.5,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Ukraine,UKR,..,..,0.7,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,United Kingdom,GBR,..,..,..,..,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,United States,USA,2.1,..,..,..,2.9,..,..,3,..,..,3.1,..,..,3.1,..,..,3.2,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Uruguay,URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Uzbekistan,UZB,15.1,..,14.5,15.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Venezuela, RB",VEN,..,2.7,4.6,5.8,5.2,5,2.8,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Vietnam,VNM,..,..,30.2,..,21.4,..,15.9,..,12.2,..,3.5,..,2.4,..,2.4,..,1.8,..,1.8,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,West Bank and Gaza,PSE,..,..,..,..,0,0,0,0.1,..,0,0,0,..,..,..,..,0,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,"Yemen, Rep.",YEM,..,..,..,..,..,1.9,..,..,..,..,..,..,..,..,4.7,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Zambia,ZMB,..,..,5.9,..,6.9,..,7.6,..,..,..,9,..,..,..,..,9.3,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,2.8,..,..,..,..,..,4.8,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,East Asia & Pacific,EAS,632,599.5,538.4,482.1,421.7,346.2,341.9,302.5,285.9,251.7,211.1,159.7,136.3,64.6,53.3,42.2,35.3,29.3,24.5,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Europe & Central Asia,ECS,34.2,30.8,26.7,27.2,22.7,22.1,18.7,15.7,12.9,11.9,11.3,9.7,9,7.7,8.7,7.3,6.2,6.5,5.6,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Fragile and conflict affected situations,FCS,..,259.2,256.1,258.7,252.5,252.3,249.3,249.1,250.6,253.2,248,240.8,233.8,237.7,234.2,..,261.8,270.1,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,High income,HIC,..,..,6.2,..,..,6.2,..,..,5.6,..,6.4,6.6,6.5,6.7,..,7.7,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,IDA countries classified as fragile situations,DFS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,IDA total,IDA,542.6,549.1,554.4,562.5,535.3,513.4,509.2,501.4,497.2,499.1,488.6,475.6,462.7,466.3,460.2,469,477.9,475.7,470.6,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Latin America & Caribbean,LCN,65.9,65.9,64.4,62.2,56.9,55.3,45,42.3,39.9,39,36.5,33.7,28.2,26.2,25.2,23.6,24.5,24.4,24.2,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Low & middle income,LMY,1686.3,1657.4,1604.9,1558.7,1462.7,1354,1328.8,1266,1236.9,1200,1102.8,962.5,904.5,805.3,765.4,735.3,711.5,683.3,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Low income,LIC,248.3,246.5,253.9,264.6,252.4,249.9,251.4,252.7,252.1,257.6,257.8,257.3,255.3,257.6,261.9,273.2,283.4,288.8,..,..
Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,Lower middle income,LMC,..,..,840.1,830.6,808.6,774.7,760.6,730.8,715.8,704,640.5,554.3,523.3,493,458.6,..,..,..,..,..
